county,precinct,office,district,party,candidate,votes,other_votes,blank_votes,total_votes
Roanoke City,1 -Peters Creek,President,,Green,Jill Stein,21,10,0,1581
Roanoke City,2 - Grandview,President,,Democratic,Hillary R. Clinton,1037,15,0,1667
Roanoke City,2 - Grandview,President,,Republican,Donald J. Trump,539,15,0,1667
Roanoke City,2 - Grandview,President,,Libertarian,Gary Johnson,40,15,0,1667
Roanoke City,2 - Grandview,President,,Independent,Evan McMullin,16,15,0,1667
Roanoke City,2 - Grandview,President,,Green,Jill Stein,20,15,0,1667
Roanoke City,3 -Preston Park,President,,Democratic,Hillary R. Clinton,701,8,0,1803
Roanoke City,3 -Preston Park,President,,Republican,Donald J. Trump,1003,8,0,1803
Roanoke City,3 -Preston Park,President,,Libertarian,Gary Johnson,63,8,0,1803
Roanoke City,3 -Preston Park,President,,Independent,Evan McMullin,16,8,0,1803
Roanoke City,3 -Preston Park,President,,Green,Jill Stein,12,8,0,1803
Roanoke City,4 - Williamson Road,President,,Democratic,Hillary R. Clinton,762,9,0,1590
Roanoke City,4 - Williamson Road,President,,Republican,Donald J. Trump,728,9,0,1590
Roanoke City,4 - Williamson Road,President,,Libertarian,Gary Johnson,58,9,0,1590
Roanoke City,4 - Williamson Road,President,,Independent,Evan McMullin,13,9,0,1590
Roanoke City,4 - Williamson Road,President,,Green,Jill Stein,20,9,0,1590
Roanoke City,5 - East Gate,President,,Democratic,Hillary R. Clinton,577,10,0,1685
Roanoke City,5 - East Gate,President,,Republican,Donald J. Trump,1016,10,0,1685
Roanoke City,5 - East Gate,President,,Libertarian,Gary Johnson,65,10,0,1685
Roanoke City,5 - East Gate,President,,Independent,Evan McMullin,7,10,0,1685
Roanoke City,5 - East Gate,President,,Green,Jill Stein,10,10,0,1685
Roanoke City,6 - Hollins Road,President,,Democratic,Hillary R. Clinton,839,11,0,1788
Roanoke City,6 - Hollins Road,President,,Republican,Donald J. Trump,827,11,0,1788
Roanoke City,6 - Hollins Road,President,,Libertarian,Gary Johnson,75,11,0,1788
Roanoke City,6 - Hollins Road,President,,Independent,Evan McMullin,21,11,0,1788
Roanoke City,6 - Hollins Road,President,,Green,Jill Stein,15,11,0,1788
Roanoke City,7 - Southeast,President,,Democratic,Hillary R. Clinton,537,20,0,1362
Roanoke City,7 - Southeast,President,,Republican,Donald J. Trump,704,20,0,1362
Roanoke City,7 - Southeast,President,,Libertarian,Gary Johnson,62,20,0,1362
Roanoke City,7 - Southeast,President,,Independent,Evan McMullin,17,20,0,1362
Roanoke City,7 - Southeast,President,,Green,Jill Stein,22,20,0,1362
Roanoke City,8 - Lincoln Terrace,President,,Democratic,Hillary R. Clinton,1132,5,0,1256
Roanoke City,8 - Lincoln Terrace,President,,Republican,Donald J. Trump,84,5,0,1256
Roanoke City,8 - Lincoln Terrace,President,,Libertarian,Gary Johnson,20,5,0,1256
Roanoke City,8 - Lincoln Terrace,President,,Independent,Evan McMullin,4,5,0,1256
Roanoke City,8 - Lincoln Terrace,President,,Green,Jill Stein,11,5,0,1256
Roanoke City,9 - Highland,President,,Democratic,Hillary R. Clinton,1034,15,0,1556
Roanoke City,9 - Highland,President,,Republican,Donald J. Trump,375,15,0,1556
Roanoke City,9 - Highland,President,,Libertarian,Gary Johnson,87,15,0,1556
Roanoke City,9 - Highland,President,,Independent,Evan McMullin,16,15,0,1556
Roanoke City,9 - Highland,President,,Green,Jill Stein,29,15,0,1556
Roanoke City,10 - Old Southwest-Wasena,President,,Democratic,Hillary R. Clinton,1016,17,0,1765
Roanoke City,10 - Old Southwest-Wasena,President,,Republican,Donald J. Trump,565,17,0,1765
Roanoke City,10 - Old Southwest-Wasena,President,,Libertarian,Gary Johnson,98,17,0,1765
Roanoke City,10 - Old Southwest-Wasena,President,,Independent,Evan McMullin,24,17,0,1765
Roanoke City,10 - Old Southwest-Wasena,President,,Green,Jill Stein,45,17,0,1765
Roanoke City,11 - Raleigh Court,President,,Democratic,Hillary R. Clinton,1120,14,0,1990
Roanoke City,11 - Raleigh Court,President,,Republican,Donald J. Trump,731,14,0,1990
Roanoke City,11 - Raleigh Court,President,,Libertarian,Gary Johnson,75,14,0,1990
Roanoke City,11 - Raleigh Court,President,,Independent,Evan McMullin,30,14,0,1990
Roanoke City,11 - Raleigh Court,President,,Green,Jill Stein,20,14,0,1990
Roanoke City,12 - South Roanoke,President,,Democratic,Hillary R. Clinton,689,10,0,1606
Roanoke City,12 - South Roanoke,President,,Republican,Donald J. Trump,804,10,0,1606
Roanoke City,12 - South Roanoke,President,,Libertarian,Gary Johnson,53,10,0,1606
Roanoke City,12 - South Roanoke,President,,Independent,Evan McMullin,40,10,0,1606
Roanoke City,12 - South Roanoke,President,,Green,Jill Stein,10,10,0,1606
Roanoke City,13 - Garden City,President,,Democratic,Hillary R. Clinton,551,3,0,1725
Roanoke City,13 - Garden City,President,,Republican,Donald J. Trump,1057,3,0,1725
Roanoke City,13 - Garden City,President,,Libertarian,Gary Johnson,80,3,0,1725
Roanoke City,13 - Garden City,President,,Independent,Evan McMullin,16,3,0,1725
Roanoke City,13 - Garden City,President,,Green,Jill Stein,18,3,0,1725
Roanoke City,14 - Crystal Spring,President,,Democratic,Hillary R. Clinton,949,11,0,1938
Roanoke City,14 - Crystal Spring,President,,Republican,Donald J. Trump,854,11,0,1938
Roanoke City,14 - Crystal Spring,President,,Libertarian,Gary Johnson,72,11,0,1938
Roanoke City,14 - Crystal Spring,President,,Independent,Evan McMullin,33,11,0,1938
Roanoke City,14 - Crystal Spring,President,,Green,Jill Stein,19,11,0,1938
Roanoke City,15 - Grandin Court,President,,Democratic,Hillary R. Clinton,878,17,0,1805
Roanoke City,15 - Grandin Court,President,,Republican,Donald J. Trump,782,17,0,1805
Roanoke City,15 - Grandin Court,President,,Libertarian,Gary Johnson,72,17,0,1805
Roanoke City,15 - Grandin Court,President,,Independent,Evan McMullin,29,17,0,1805
Roanoke City,15 - Grandin Court,President,,Green,Jill Stein,27,17,0,1805
Roanoke City,16 - Deyerle,President,,Democratic,Hillary R. Clinton,756,11,0,1783
Roanoke City,16 - Deyerle,President,,Republican,Donald J. Trump,950,11,0,1783
Roanoke City,16 - Deyerle,President,,Libertarian,Gary Johnson,44,11,0,1783
Roanoke City,16 - Deyerle,President,,Independent,Evan McMullin,14,11,0,1783
Roanoke City,16 - Deyerle,President,,Green,Jill Stein,8,11,0,1783
Roanoke City,17 - Lee-Hi,President,,Democratic,Hillary R. Clinton,917,10,0,1756
Roanoke City,17 - Lee-Hi,President,,Republican,Donald J. Trump,694,10,0,1756
Roanoke City,17 - Lee-Hi,President,,Libertarian,Gary Johnson,91,10,0,1756
Roanoke City,17 - Lee-Hi,President,,Independent,Evan McMullin,20,10,0,1756
Roanoke City,17 - Lee-Hi,President,,Green,Jill Stein,24,10,0,1756
Roanoke City,18 - Virginia Heights-Norwich,President,,Democratic,Hillary R. Clinton,1200,13,0,1768
Roanoke City,18 - Virginia Heights-Norwich,President,,Republican,Donald J. Trump,469,13,0,1768
Roanoke City,18 - Virginia Heights-Norwich,President,,Libertarian,Gary Johnson,48,13,0,1768
Roanoke City,18 - Virginia Heights-Norwich,President,,Independent,Evan McMullin,16,13,0,1768
Roanoke City,18 - Virginia Heights-Norwich,President,,Green,Jill Stein,22,13,0,1768
Roanoke City,19 - Summit Hills,President,,Democratic,Hillary R. Clinton,880,4,0,1604
Roanoke City,19 - Summit Hills,President,,Republican,Donald J. Trump,636,4,0,1604
Roanoke City,19 - Summit Hills,President,,Libertarian,Gary Johnson,51,4,0,1604
Roanoke City,19 - Summit Hills,President,,Independent,Evan McMullin,22,4,0,1604
Roanoke City,19 - Summit Hills,President,,Green,Jill Stein,11,4,0,1604
Roanoke City,20 - Forest Park,President,,Democratic,Hillary R. Clinton,829,2,0,947
Roanoke City,20 - Forest Park,President,,Republican,Donald J. Trump,88,2,0,947
Roanoke City,20 - Forest Park,President,,Libertarian,Gary Johnson,14,2,0,947
Roanoke City,20 - Forest Park,President,,Independent,Evan McMullin,7,2,0,947
Roanoke City,20 - Forest Park,President,,Green,Jill Stein,7,2,0,947
Roanoke City,21 - Eureka Park,President,,Democratic,Hillary R. Clinton,1744,2,0,1918
Roanoke City,21 - Eureka Park,President,,Republican,Donald J. Trump,137,2,0,1918
Roanoke City,21 - Eureka Park,President,,Libertarian,Gary Johnson,22,2,0,1918
Roanoke City,21 - Eureka Park,President,,Independent,Evan McMullin,2,2,0,1918
Roanoke City,21 - Eureka Park,President,,Green,Jill Stein,11,2,0,1918
Roanoke City,Ab - Central Absentee Precinct,President,,Democratic,Hillary R. Clinton,2889,34,0,4517
Roanoke City,Ab - Central Absentee Precinct,President,,Republican,Donald J. Trump,1418,34,0,4517
Roanoke City,Ab - Central Absentee Precinct,President,,Libertarian,Gary Johnson,107,34,0,4517
Roanoke City,Ab - Central Absentee Precinct,President,,Independent,Evan McMullin,40,34,0,4517
Roanoke City,Ab - Central Absentee Precinct,President,,Green,Jill Stein,29,34,0,4517
Roanoke City,Provisional,President,,Democratic,Hillary R. Clinton,29,0,0,56
Roanoke City,Provisional,President,,Republican,Donald J. Trump,25,0,0,56
Roanoke City,Provisional,President,,Libertarian,Gary Johnson,1,0,0,56
Roanoke City,Provisional,President,,Independent,Evan McMullin,1,0,0,56
Roanoke City,Provisional,President,,Green,Jill Stein,0,0,0,56
Rockbridge County,101 - Airport,President,,Democratic,Hillary R. Clinton,344,9,0,858
Rockbridge County,101 - Airport,President,,Republican,Donald J. Trump,458,9,0,858
Rockbridge County,101 - Airport,President,,Libertarian,Gary Johnson,32,9,0,858
Rockbridge County,101 - Airport,President,,Independent,Evan McMullin,14,9,0,858
Rockbridge County,101 - Airport,President,,Green,Jill Stein,1,9,0,858
Rockbridge County,102 - Ben Salem,President,,Democratic,Hillary R. Clinton,206,7,0,648
Rockbridge County,102 - Ben Salem,President,,Republican,Donald J. Trump,404,7,0,648
Rockbridge County,102 - Ben Salem,President,,Libertarian,Gary Johnson,11,7,0,648
Rockbridge County,102 - Ben Salem,President,,Independent,Evan McMullin,15,7,0,648
Rockbridge County,102 - Ben Salem,President,,Green,Jill Stein,5,7,0,648
Rockbridge County,103 - Plank Road,President,,Democratic,Hillary R. Clinton,90,0,0,341
Rockbridge County,103 - Plank Road,President,,Republican,Donald J. Trump,234,0,0,341
Rockbridge County,103 - Plank Road,President,,Libertarian,Gary Johnson,11,0,0,341
Rockbridge County,103 - Plank Road,President,,Independent,Evan McMullin,4,0,0,341
Rockbridge County,103 - Plank Road,President,,Green,Jill Stein,2,0,0,341
Rockbridge County,104 - Effinger,President,,Democratic,Hillary R. Clinton,100,4,0,384
Rockbridge County,104 - Effinger,President,,Republican,Donald J. Trump,259,4,0,384
Rockbridge County,104 - Effinger,President,,Libertarian,Gary Johnson,8,4,0,384
Rockbridge County,104 - Effinger,President,,Independent,Evan McMullin,6,4,0,384
Rockbridge County,104 - Effinger,President,,Green,Jill Stein,7,4,0,384
Rockbridge County,201 - Collierstown,President,,Democratic,Hillary R. Clinton,224,10,0,618
Rockbridge County,201 - Collierstown,President,,Republican,Donald J. Trump,356,10,0,618
Rockbridge County,201 - Collierstown,President,,Libertarian,Gary Johnson,14,10,0,618
Rockbridge County,201 - Collierstown,President,,Independent,Evan McMullin,11,10,0,618
Rockbridge County,201 - Collierstown,President,,Green,Jill Stein,3,10,0,618
Rockbridge County,202 - Highland Belle,President,,Democratic,Hillary R. Clinton,404,8,0,1123
Rockbridge County,202 - Highland Belle,President,,Republican,Donald J. Trump,657,8,0,1123
Rockbridge County,202 - Highland Belle,President,,Libertarian,Gary Johnson,26,8,0,1123
Rockbridge County,202 - Highland Belle,President,,Independent,Evan McMullin,25,8,0,1123
Rockbridge County,202 - Highland Belle,President,,Green,Jill Stein,3,8,0,1123
Rockbridge County,203 - Vo-tech,President,,Democratic,Hillary R. Clinton,167,1,0,326
Rockbridge County,203 - Vo-tech,President,,Republican,Donald J. Trump,139,1,0,326
Rockbridge County,203 - Vo-tech,President,,Libertarian,Gary Johnson,13,1,0,326
Rockbridge County,203 - Vo-tech,President,,Independent,Evan McMullin,5,1,0,326
Rockbridge County,203 - Vo-tech,President,,Green,Jill Stein,1,1,0,326
Rockbridge County,301 - Maury River,President,,Democratic,Hillary R. Clinton,199,2,0,590
Rockbridge County,301 - Maury River,President,,Republican,Donald J. Trump,372,2,0,590
Rockbridge County,301 - Maury River,President,,Libertarian,Gary Johnson,8,2,0,590
Rockbridge County,301 - Maury River,President,,Independent,Evan McMullin,7,2,0,590
Rockbridge County,301 - Maury River,President,,Green,Jill Stein,2,2,0,590
Rockbridge County,302 - Natural Bridge,President,,Democratic,Hillary R. Clinton,168,4,0,649
Rockbridge County,302 - Natural Bridge,President,,Republican,Donald J. Trump,443,4,0,649
Rockbridge County,302 - Natural Bridge,President,,Libertarian,Gary Johnson,25,4,0,649
Rockbridge County,302 - Natural Bridge,President,,Independent,Evan McMullin,5,4,0,649
Rockbridge County,302 - Natural Bridge,President,,Green,Jill Stein,4,4,0,649
Rockbridge County,303 - Falling Spring,President,,Democratic,Hillary R. Clinton,73,3,0,306
Rockbridge County,303 - Falling Spring,President,,Republican,Donald J. Trump,216,3,0,306
Rockbridge County,303 - Falling Spring,President,,Libertarian,Gary Johnson,9,3,0,306
Rockbridge County,303 - Falling Spring,President,,Independent,Evan McMullin,5,3,0,306
Rockbridge County,303 - Falling Spring,President,,Green,Jill Stein,0,3,0,306
Rockbridge County,401 - Fairfield,President,,Democratic,Hillary R. Clinton,181,3,0,652
Rockbridge County,401 - Fairfield,President,,Republican,Donald J. Trump,444,3,0,652
Rockbridge County,401 - Fairfield,President,,Libertarian,Gary Johnson,12,3,0,652
Rockbridge County,401 - Fairfield,President,,Independent,Evan McMullin,4,3,0,652
Rockbridge County,401 - Fairfield,President,,Green,Jill Stein,8,3,0,652
Rockbridge County,402 - Mountain View,President,,Democratic,Hillary R. Clinton,218,8,0,935
Rockbridge County,402 - Mountain View,President,,Republican,Donald J. Trump,672,8,0,935
Rockbridge County,402 - Mountain View,President,,Libertarian,Gary Johnson,21,8,0,935
Rockbridge County,402 - Mountain View,President,,Independent,Evan McMullin,11,8,0,935
Rockbridge County,402 - Mountain View,President,,Green,Jill Stein,5,8,0,935
Rockbridge County,403 - Vesuvius,President,,Democratic,Hillary R. Clinton,76,3,0,336
Rockbridge County,403 - Vesuvius,President,,Republican,Donald J. Trump,244,3,0,336
Rockbridge County,403 - Vesuvius,President,,Libertarian,Gary Johnson,3,3,0,336
Rockbridge County,403 - Vesuvius,President,,Independent,Evan McMullin,7,3,0,336
Rockbridge County,403 - Vesuvius,President,,Green,Jill Stein,3,3,0,336
Rockbridge County,501 - Goshen,President,,Democratic,Hillary R. Clinton,60,2,0,346
Rockbridge County,501 - Goshen,President,,Republican,Donald J. Trump,272,2,0,346
Rockbridge County,501 - Goshen,President,,Libertarian,Gary Johnson,3,2,0,346
Rockbridge County,501 - Goshen,President,,Independent,Evan McMullin,6,2,0,346
Rockbridge County,501 - Goshen,President,,Green,Jill Stein,3,2,0,346
Rockbridge County,502 - Meadowview,President,,Democratic,Hillary R. Clinton,244,9,0,607
Rockbridge County,502 - Meadowview,President,,Republican,Donald J. Trump,317,9,0,607
Rockbridge County,502 - Meadowview,President,,Libertarian,Gary Johnson,21,9,0,607
Rockbridge County,502 - Meadowview,President,,Independent,Evan McMullin,12,9,0,607
Rockbridge County,502 - Meadowview,President,,Green,Jill Stein,4,9,0,607
Rockbridge County,503 - Rockbridge Baths,President,,Democratic,Hillary R. Clinton,140,4,0,415
Rockbridge County,503 - Rockbridge Baths,President,,Republican,Donald J. Trump,260,4,0,415
Rockbridge County,503 - Rockbridge Baths,President,,Libertarian,Gary Johnson,7,4,0,415
Rockbridge County,503 - Rockbridge Baths,President,,Independent,Evan McMullin,1,4,0,415
Rockbridge County,503 - Rockbridge Baths,President,,Green,Jill Stein,3,4,0,415
Rockbridge County,504 - Rockbridge,President,,Democratic,Hillary R. Clinton,213,4,0,721
Rockbridge County,504 - Rockbridge,President,,Republican,Donald J. Trump,465,4,0,721
Rockbridge County,504 - Rockbridge,President,,Libertarian,Gary Johnson,21,4,0,721
Rockbridge County,504 - Rockbridge,President,,Independent,Evan McMullin,12,4,0,721
Rockbridge County,504 - Rockbridge,President,,Green,Jill Stein,6,4,0,721
Rockbridge County,Ab - Central Absentee Precinct,President,,Democratic,Hillary R. Clinton,399,18,0,929
Rockbridge County,Ab - Central Absentee Precinct,President,,Republican,Donald J. Trump,459,18,0,929
Rockbridge County,Ab - Central Absentee Precinct,President,,Libertarian,Gary Johnson,26,18,0,929
Rockbridge County,Ab - Central Absentee Precinct,President,,Independent,Evan McMullin,21,18,0,929
Rockbridge County,Ab - Central Absentee Precinct,President,,Green,Jill Stein,6,18,0,929
Rockbridge County,Provisional,President,,Democratic,Hillary R. Clinton,2,0,0,11
Rockbridge County,Provisional,President,,Republican,Donald J. Trump,9,0,0,11
Rockbridge County,Provisional,President,,Libertarian,Gary Johnson,0,0,0,11
Rockbridge County,Provisional,President,,Independent,Evan McMullin,0,0,0,11
Rockbridge County,Provisional,President,,Green,Jill Stein,0,0,0,11
Rockingham County,101 - Broadway,President,,Democratic,Hillary R. Clinton,424,9,0,1745
Rockingham County,101 - Broadway,President,,Republican,Donald J. Trump,1214,9,0,1745
Rockingham County,101 - Broadway,President,,Libertarian,Gary Johnson,65,9,0,1745
Rockingham County,101 - Broadway,President,,Independent,Evan McMullin,24,9,0,1745
Rockingham County,101 - Broadway,President,,Green,Jill Stein,9,9,0,1745
Rockingham County,102 - Timberville,President,,Democratic,Hillary R. Clinton,230,3,0,948
Rockingham County,102 - Timberville,President,,Republican,Donald J. Trump,659,3,0,948
Rockingham County,102 - Timberville,President,,Libertarian,Gary Johnson,35,3,0,948
Rockingham County,102 - Timberville,President,,Independent,Evan McMullin,12,3,0,948
Rockingham County,102 - Timberville,President,,Green,Jill Stein,9,3,0,948
Rockingham County,103 - Fulks Run,President,,Democratic,Hillary R. Clinton,119,3,0,971
Rockingham County,103 - Fulks Run,President,,Republican,Donald J. Trump,816,3,0,971
Rockingham County,103 - Fulks Run,President,,Libertarian,Gary Johnson,18,3,0,971
Rockingham County,103 - Fulks Run,President,,Independent,Evan McMullin,11,3,0,971
Rockingham County,103 - Fulks Run,President,,Green,Jill Stein,4,3,0,971
Rockingham County,104 - Bergton,President,,Democratic,Hillary R. Clinton,42,3,0,337
Rockingham County,104 - Bergton,President,,Republican,Donald J. Trump,282,3,0,337
Rockingham County,104 - Bergton,President,,Libertarian,Gary Johnson,8,3,0,337
Rockingham County,104 - Bergton,President,,Independent,Evan McMullin,1,3,0,337
Rockingham County,104 - Bergton,President,,Green,Jill Stein,1,3,0,337
Rockingham County,105 - Lacey Spring,President,,Democratic,Hillary R. Clinton,112,2,0,787
Rockingham County,105 - Lacey Spring,President,,Republican,Donald J. Trump,636,2,0,787
Rockingham County,105 - Lacey Spring,President,,Libertarian,Gary Johnson,21,2,0,787
Rockingham County,105 - Lacey Spring,President,,Independent,Evan McMullin,14,2,0,787
Rockingham County,105 - Lacey Spring,President,,Green,Jill Stein,2,2,0,787
Rockingham County,106 - Tenth Legion,President,,Democratic,Hillary R. Clinton,134,4,0,702
Rockingham County,106 - Tenth Legion,President,,Republican,Donald J. Trump,526,4,0,702
Rockingham County,106 - Tenth Legion,President,,Libertarian,Gary Johnson,21,4,0,702
Rockingham County,106 - Tenth Legion,President,,Independent,Evan McMullin,14,4,0,702
Rockingham County,106 - Tenth Legion,President,,Green,Jill Stein,3,4,0,702
Rockingham County,107 - Plains,President,,Democratic,Hillary R. Clinton,148,5,0,809
Rockingham County,107 - Plains,President,,Republican,Donald J. Trump,617,5,0,809
Rockingham County,107 - Plains,President,,Libertarian,Gary Johnson,24,5,0,809
Rockingham County,107 - Plains,President,,Independent,Evan McMullin,14,5,0,809
Rockingham County,107 - Plains,President,,Green,Jill Stein,1,5,0,809
Rockingham County,108 - Little North Mountain,President,,Democratic,Hillary R. Clinton,103,4,0,563
Rockingham County,108 - Little North Mountain,President,,Republican,Donald J. Trump,428,4,0,563
Rockingham County,108 - Little North Mountain,President,,Libertarian,Gary Johnson,10,4,0,563
Rockingham County,108 - Little North Mountain,President,,Independent,Evan McMullin,18,4,0,563
Rockingham County,108 - Little North Mountain,President,,Green,Jill Stein,0,4,0,563
Rockingham County,201 - Singers Glen,President,,Democratic,Hillary R. Clinton,216,8,0,1104
Rockingham County,201 - Singers Glen,President,,Republican,Donald J. Trump,827,8,0,1104
Rockingham County,201 - Singers Glen,President,,Libertarian,Gary Johnson,32,8,0,1104
Rockingham County,201 - Singers Glen,President,,Independent,Evan McMullin,15,8,0,1104
Rockingham County,201 - Singers Glen,President,,Green,Jill Stein,6,8,0,1104
Rockingham County,202 - Edom,President,,Democratic,Hillary R. Clinton,491,10,0,1721
Rockingham County,202 - Edom,President,,Republican,Donald J. Trump,1125,10,0,1721
Rockingham County,202 - Edom,President,,Libertarian,Gary Johnson,56,10,0,1721
Rockingham County,202 - Edom,President,,Independent,Evan McMullin,24,10,0,1721
Rockingham County,202 - Edom,President,,Green,Jill Stein,15,10,0,1721
Rockingham County,203 - Dayton,President,,Democratic,Hillary R. Clinton,232,2,0,775
Rockingham County,203 - Dayton,President,,Republican,Donald J. Trump,487,2,0,775
Rockingham County,203 - Dayton,President,,Libertarian,Gary Johnson,31,2,0,775
Rockingham County,203 - Dayton,President,,Independent,Evan McMullin,17,2,0,775
Rockingham County,203 - Dayton,President,,Green,Jill Stein,6,2,0,775
Rockingham County,204 - Mt Clinton,President,,Democratic,Hillary R. Clinton,259,10,0,1222
Rockingham County,204 - Mt Clinton,President,,Republican,Donald J. Trump,900,10,0,1222
Rockingham County,204 - Mt Clinton,President,,Libertarian,Gary Johnson,29,10,0,1222
Rockingham County,204 - Mt Clinton,President,,Independent,Evan McMullin,19,10,0,1222
Rockingham County,204 - Mt Clinton,President,,Green,Jill Stein,5,10,0,1222
Rockingham County,205 - Silver Lake,President,,Democratic,Hillary R. Clinton,480,6,0,1553
Rockingham County,205 - Silver Lake,President,,Republican,Donald J. Trump,964,6,0,1553
Rockingham County,205 - Silver Lake,President,,Libertarian,Gary Johnson,46,6,0,1553
Rockingham County,205 - Silver Lake,President,,Independent,Evan McMullin,47,6,0,1553
Rockingham County,205 - Silver Lake,President,,Green,Jill Stein,10,6,0,1553
Rockingham County,301 - Keezletown,President,,Democratic,Hillary R. Clinton,199,9,0,842
Rockingham County,301 - Keezletown,President,,Republican,Donald J. Trump,586,9,0,842
Rockingham County,301 - Keezletown,President,,Libertarian,Gary Johnson,34,9,0,842
Rockingham County,301 - Keezletown,President,,Independent,Evan McMullin,10,9,0,842
Rockingham County,301 - Keezletown,President,,Green,Jill Stein,4,9,0,842
Rockingham County,302 - Port Republic,President,,Democratic,Hillary R. Clinton,285,6,0,1329
Rockingham County,302 - Port Republic,President,,Republican,Donald J. Trump,989,6,0,1329
Rockingham County,302 - Port Republic,President,,Libertarian,Gary Johnson,31,6,0,1329
Rockingham County,302 - Port Republic,President,,Independent,Evan McMullin,15,6,0,1329
Rockingham County,302 - Port Republic,President,,Green,Jill Stein,3,6,0,1329
Rockingham County,303 - Melrose,President,,Democratic,Hillary R. Clinton,134,1,0,697
Rockingham County,303 - Melrose,President,,Republican,Donald J. Trump,527,1,0,697
Rockingham County,303 - Melrose,President,,Libertarian,Gary Johnson,17,1,0,697
Rockingham County,303 - Melrose,President,,Independent,Evan McMullin,13,1,0,697
Rockingham County,303 - Melrose,President,,Green,Jill Stein,5,1,0,697
Rockingham County,304 - Grottoes,President,,Democratic,Hillary R. Clinton,260,4,0,1225
Rockingham County,304 - Grottoes,President,,Republican,Donald J. Trump,915,4,0,1225
Rockingham County,304 - Grottoes,President,,Libertarian,Gary Johnson,27,4,0,1225
Rockingham County,304 - Grottoes,President,,Independent,Evan McMullin,16,4,0,1225
Rockingham County,304 - Grottoes,President,,Green,Jill Stein,3,4,0,1225
Rockingham County,305 - Massanetta Springs,President,,Democratic,Hillary R. Clinton,587,8,0,1539
Rockingham County,305 - Massanetta Springs,President,,Republican,Donald J. Trump,848,8,0,1539
Rockingham County,305 - Massanetta Springs,President,,Libertarian,Gary Johnson,54,8,0,1539
Rockingham County,305 - Massanetta Springs,President,,Independent,Evan McMullin,31,8,0,1539
Rockingham County,305 - Massanetta Springs,President,,Green,Jill Stein,11,8,0,1539
Rockingham County,306 - Cross Keys,President,,Democratic,Hillary R. Clinton,95,9,0,438
Rockingham County,306 - Cross Keys,President,,Republican,Donald J. Trump,311,9,0,438
Rockingham County,306 - Cross Keys,President,,Libertarian,Gary Johnson,10,9,0,438
Rockingham County,306 - Cross Keys,President,,Independent,Evan McMullin,8,9,0,438
Rockingham County,306 - Cross Keys,President,,Green,Jill Stein,5,9,0,438
Rockingham County,307 - Crossroads,President,,Democratic,Hillary R. Clinton,685,14,0,1864
Rockingham County,307 - Crossroads,President,,Republican,Donald J. Trump,1060,14,0,1864
Rockingham County,307 - Crossroads,President,,Libertarian,Gary Johnson,61,14,0,1864
Rockingham County,307 - Crossroads,President,,Independent,Evan McMullin,34,14,0,1864
Rockingham County,307 - Crossroads,President,,Green,Jill Stein,10,14,0,1864
Rockingham County,401 - Bridgewater,President,,Democratic,Hillary R. Clinton,809,14,0,2375
Rockingham County,401 - Bridgewater,President,,Republican,Donald J. Trump,1408,14,0,2375
Rockingham County,401 - Bridgewater,President,,Libertarian,Gary Johnson,65,14,0,2375
Rockingham County,401 - Bridgewater,President,,Independent,Evan McMullin,57,14,0,2375
Rockingham County,401 - Bridgewater,President,,Green,Jill Stein,22,14,0,2375
Rockingham County,402 - Montezuma,President,,Democratic,Hillary R. Clinton,270,8,0,1228
Rockingham County,402 - Montezuma,President,,Republican,Donald J. Trump,894,8,0,1228
Rockingham County,402 - Montezuma,President,,Libertarian,Gary Johnson,27,8,0,1228
Rockingham County,402 - Montezuma,President,,Independent,Evan McMullin,25,8,0,1228
Rockingham County,402 - Montezuma,President,,Green,Jill Stein,4,8,0,1228
Rockingham County,403 - Mt Crawford,President,,Democratic,Hillary R. Clinton,56,0,0,203
Rockingham County,403 - Mt Crawford,President,,Republican,Donald J. Trump,129,0,0,203
Rockingham County,403 - Mt Crawford,President,,Libertarian,Gary Johnson,8,0,0,203
Rockingham County,403 - Mt Crawford,President,,Independent,Evan McMullin,7,0,0,203
Rockingham County,403 - Mt Crawford,President,,Green,Jill Stein,3,0,0,203
Rockingham County,404 - North River,President,,Democratic,Hillary R. Clinton,321,4,0,1275
Rockingham County,404 - North River,President,,Republican,Donald J. Trump,884,4,0,1275
Rockingham County,404 - North River,President,,Libertarian,Gary Johnson,30,4,0,1275
Rockingham County,404 - North River,President,,Independent,Evan McMullin,28,4,0,1275
Rockingham County,404 - North River,President,,Green,Jill Stein,8,4,0,1275
Rockingham County,405 - Ottobine,President,,Democratic,Hillary R. Clinton,191,9,0,1475
Rockingham County,405 - Ottobine,President,,Republican,Donald J. Trump,1229,9,0,1475
Rockingham County,405 - Ottobine,President,,Libertarian,Gary Johnson,27,9,0,1475
Rockingham County,405 - Ottobine,President,,Independent,Evan McMullin,12,9,0,1475
Rockingham County,405 - Ottobine,President,,Green,Jill Stein,7,9,0,1475
Rockingham County,501 - Elkton,President,,Democratic,Hillary R. Clinton,301,8,0,1315
Rockingham County,501 - Elkton,President,,Republican,Donald J. Trump,952,8,0,1315
Rockingham County,501 - Elkton,President,,Libertarian,Gary Johnson,35,8,0,1315
Rockingham County,501 - Elkton,President,,Independent,Evan McMullin,15,8,0,1315
Rockingham County,501 - Elkton,President,,Green,Jill Stein,4,8,0,1315
Rockingham County,502 - Swift Run,President,,Democratic,Hillary R. Clinton,252,5,0,1846
